price,size,ts,is_bid
3960.0,0.0025,1553082222.572691,bid
3960.0,0.0025,1553082222.572691,bid
3960.0,0.002,1553082222.572691,bid
3960.0,0.027000000000000003,1553082222.572691,bid
3960.0,0.40981000000000006,1553082222.572691,bid
3960.0,0.01588376,1553082222.572691,bid
3960.0,0.002,1553082222.572691,bid
3960.0,0.0025,1553082222.572691,bid
3960.0,0.1,1553082222.572691,bid
3960.0,0.0253,1553082222.572691,bid
3960.0,3.00276894,1553082222.572691,bid
3960.0,0.008498,1553082222.572691,bid
3960.0,0.133,1553082222.572691,bid
3960.0,0.01,1553082222.572691,bid
3960.0,0.1,1553082222.572691,bid
3960.0,0.05,1553082222.572691,bid
3959.97,0.0125,1553082222.572691,bid
3959.93,0.001,1553082222.572691,bid
3959.89,18.4,1553082222.572691,bid
3959.82,0.0197,1553082222.572691,bid
3959.79,0.0065,1553082222.572691,bid
3959.59,0.2,1553082222.572691,bid
3959.55,0.01,1553082222.572691,bid
3959.24,0.00210393,1553082222.572691,bid
3959.23,0.00315212,1553082222.572691,bid
3959.14,1.0,1553082222.572691,bid
3959.06,0.001,1553082222.572691,bid
3959.0,0.07253151,1553082222.572691,bid
3958.89,0.002,1553082222.572691,bid
3958.66,0.02026947,1553082222.572691,bid
3958.65,0.0036858000000000004,1553082222.572691,bid
3958.38,0.0197,1553082222.572691,bid
3958.27,0.006828399999999999,1553082222.572691,bid
3958.22,0.15,1553082222.572691,bid
3958.19,0.001,1553082222.572691,bid
3958.16,0.0065,1553082222.572691,bid
3958.05,0.25177,1553082222.572691,bid
3958.0,0.051,1553082222.572691,bid
3958.0,0.013000000000000001,1553082222.572691,bid
3957.96,0.02,1553082222.572691,bid
3957.9,0.0379,1553082222.572691,bid
3957.62,0.03790157,1553082222.572691,bid
3957.5,0.00267261,1553082222.572691,bid
3957.32,0.001,1553082222.572691,bid
3957.23,0.00676988,1553082222.572691,bid
3957.09,0.01,1553082222.572691,bid
3957.0,0.0065,1553082222.572691,bid
3956.94,0.02,1553082222.572691,bid
3956.94,0.0197,1553082222.572691,bid
3956.46,0.001,1553082222.572691,bid
3956.0,2.0,1553082222.572691,bid
3956.0,7.245661999999999,1553082222.572691,bid
3955.99,0.0065,1553082222.572691,bid
3955.95,40.0,1553082222.572691,bid
3955.9,0.60922166,1553082222.572691,bid
3955.85,0.065,1553082222.572691,bid
3955.59,0.001,1553082222.572691,bid
3955.5,0.0198,1553082222.572691,bid
3955.18,0.02528329,1553082222.572691,bid
3955.0,0.02528445,1553082222.572691,bid
3955.0,0.25,1553082222.572691,bid
3955.0,0.01,1553082222.572691,bid
3955.0,0.25,1553082222.572691,bid
3955.0,0.125,1553082222.572691,bid
3955.0,2.0,1553082222.572691,bid
3955.0,0.5,1553082222.572691,bid
3955.0,0.02,1553082222.572691,bid
3954.72,0.001,1553082222.572691,bid
3954.63,0.22500809,1553082222.572691,bid
3954.63,0.0065,1553082222.572691,bid
3954.63,0.12643408,1553082222.572691,bid
3954.62,0.1,1553082222.572691,bid
3954.06,0.0198,1553082222.572691,bid
3954.04,0.0065,1553082222.572691,bid
3954.0,0.01,1553082222.572691,bid
3953.85,0.001,1553082222.572691,bid
3953.79,0.004,1553082222.572691,bid
3953.65,0.5,1553082222.572691,bid
3953.34,24.3,1553082222.572691,bid
3953.24,0.0065,1553082222.572691,bid
3953.12,1.0,1553082222.572691,bid
3953.11,0.01,1553082222.572691,bid
3953.0,0.25297242,1553082222.572691,bid
3953.0,0.01,1553082222.572691,bid
3952.96,0.02,1553082222.572691,bid
3952.62,0.0198,1553082222.572691,bid
3952.46,0.2,1553082222.572691,bid
3952.44,0.00873057,1553082222.572691,bid
3952.34,0.001,1553082222.572691,bid
3952.15,0.02049604,1553082222.572691,bid
3952.01,0.2,1553082222.572691,bid
3952.0,0.25,1553082222.572691,bid
3952.0,0.0065,1553082222.572691,bid
3952.0,0.01,1553082222.572691,bid
3952.0,0.42594855,1553082222.572691,bid
3952.0,0.13,1553082222.572691,bid
3951.98,0.25056504,1553082222.572691,bid
3951.74,0.06308034,1553082222.572691,bid
3951.66,0.025,1553082222.572691,bid
3951.56,0.81323316,1553082222.572691,bid
3951.47,0.00506141,1553082222.572691,bid
3951.35,5.0,1553082222.572691,bid
3951.3,0.0065,1553082222.572691,bid
3951.21,0.02,1553082222.572691,bid
3951.18,0.0198,1553082222.572691,bid
3951.11,0.009000000000000001,1553082222.572691,bid
3951.0,35.0,1553082222.572691,bid
3951.0,0.04,1553082222.572691,bid
3951.0,0.01,1553082222.572691,bid
3951.0,0.25,1553082222.572691,bid
3950.83,0.001,1553082222.572691,bid
3950.63,0.001,1553082222.572691,bid
3950.6,0.025,1553082222.572691,bid
3950.53,0.03037597,1553082222.572691,bid
3950.49,0.001,1553082222.572691,bid
3950.27,0.0759,1553082222.572691,bid
3950.27,0.00105999,1553082222.572691,bid
3950.25,0.01075854,1553082222.572691,bid
3950.15,0.14,1553082222.572691,bid
3950.12,1.0,1553082222.572691,bid
3950.01,0.05864289,1553082222.572691,bid
3950.0,0.12693874,1553082222.572691,bid
3950.0,0.08,1553082222.572691,bid
3950.0,0.0118481,1553082222.572691,bid
3950.0,0.0028,1553082222.572691,bid
3950.0,0.002,1553082222.572691,bid
3950.0,0.02,1553082222.572691,bid
3950.0,0.008856000000000001,1553082222.572691,bid
3950.0,1.0,1553082222.572691,bid
3950.0,0.05,1553082222.572691,bid
3950.0,0.2,1553082222.572691,bid
3950.0,0.5,1553082222.572691,bid
3950.0,0.0025,1553082222.572691,bid
3950.0,0.1,1553082222.572691,bid
3950.0,0.016122,1553082222.572691,bid
3950.0,0.025,1553082222.572691,bid
3950.0,0.01,1553082222.572691,bid
3950.0,0.00259,1553082222.572691,bid
3950.0,0.33110365,1553082222.572691,bid
3950.0,0.1,1553082222.572691,bid
3950.0,0.001,1553082222.572691,bid
3950.0,1.01265934,1553082222.572691,bid
3950.0,0.06329057,1553082222.572691,bid
3950.0,0.001,1553082222.572691,bid
3950.0,0.005,1553082222.572691,bid
3950.0,1.06962222,1553082222.572691,bid
3950.0,2.25,1553082222.572691,bid
3950.0,1.0,1553082222.572691,bid
3950.0,0.0063,1553082222.572691,bid
3950.0,0.0065,1553082222.572691,bid
3950.0,0.06329193,1553082222.572691,bid
3950.0,0.00295342,1553082222.572691,bid
3950.0,0.0125,1553082222.572691,bid
3950.0,0.00106261,1553082222.572691,bid
3950.0,0.01,1553082222.572691,bid
3950.0,0.002,1553082222.572691,bid
3950.0,0.005,1553082222.572691,bid
3950.0,1.25762025,1553082222.572691,bid
3950.0,0.76846499,1553082222.572691,bid
3950.0,0.0013,1553082222.572691,bid
3950.0,1.03544432,1553082222.572691,bid
3950.0,0.05063291,1553082222.572691,bid
3950.0,0.80488383,1553082222.572691,bid
3950.0,0.02531646,1553082222.572691,bid
3950.0,0.02,1553082222.572691,bid
3950.0,0.12658227,1553082222.572691,bid
3950.0,0.001,1553082222.572691,bid
3950.0,0.8251392,1553082222.572691,bid
3950.0,0.25,1553082222.572691,bid
3950.0,0.2815165,1553082222.572691,bid
3950.0,0.12,1553082222.572691,bid
3950.0,0.0215443,1553082222.572691,bid
3950.0,0.01,1553082222.572691,bid
3950.0,0.00760911,1553082222.572691,bid
3950.0,0.1,1553082222.572691,bid
3950.0,1.0,1553082222.572691,bid
3950.0,0.0253,1553082222.572691,bid
3950.0,2.0,1553082222.572691,bid
3950.0,0.01,1553082222.572691,bid
3950.0,0.001,1553082222.572691,bid
3950.0,0.07521034,1553082222.572691,bid
3950.0,0.65923137,1553082222.572691,bid
3950.0,0.1392405,1553082222.572691,bid
3950.0,1.0,1553082222.572691,bid
3950.0,0.02531645,1553082222.572691,bid
3949.85,0.13,1553082222.572691,bid
3949.74,0.0198,1553082222.572691,bid
3949.5,0.0502,1553082222.572691,bid
3949.49,0.001,1553082222.572691,bid
3949.32,0.001,1553082222.572691,bid
3949.14,0.010819200000000001,1553082222.572691,bid
3949.13,0.01,1553082222.572691,bid
3949.0,0.01,1553082222.572691,bid
3948.94,0.00718801,1553082222.572691,bid
3948.43,0.25177,1553082222.572691,bid
3948.3,0.0198,1553082222.572691,bid
3948.01,0.5,1553082222.572691,bid
3948.0,0.0065,1553082222.572691,bid
3948.0,0.01,1553082222.572691,bid
3947.96,0.02,1553082222.572691,bid
3947.88,1.0,1553082222.572691,bid
3947.86,0.02010147,1553082222.572691,bid
3947.81,0.001,1553082222.572691,bid
3947.25,21.56,1553082222.572691,bid
3947.0,0.01,1553082222.572691,bid
3946.87,0.0197,1553082222.572691,bid
3946.54,0.001,1553082222.572691,bid
3946.29,0.001,1553082222.572691,bid
3946.1,0.02,1553082222.572691,bid
3946.0,0.055,1553082222.572691,bid
3946.0,0.0065,1553082222.572691,bid
3946.0,0.01,1553082222.572691,bid
3945.78,0.02,1553082222.572691,bid
3945.6,0.1,1553082222.572691,bid
3945.44,0.0197,1553082222.572691,bid
3945.19,0.0383839,1553082222.572691,bid
3945.17,0.0065,1553082222.572691,bid
3945.15,0.01,1553082222.572691,bid
3945.1,2.2296,1553082222.572691,bid
3945.0,0.00253486,1553082222.572691,bid
3945.0,0.04,1553082222.572691,bid
3945.0,0.01,1553082222.572691,bid
3945.0,1.0049,1553082222.572691,bid
3945.0,0.01,1553082222.572691,bid
3944.87,0.5,1553082222.572691,bid
3944.4,0.001,1553082222.572691,bid
3944.3,0.01,1553082222.572691,bid
3944.01,0.0197,1553082222.572691,bid
3944.0,0.1101526,1553082222.572691,bid
3944.0,0.13,1553082222.572691,bid
3944.0,1.0,1553082222.572691,bid
3944.0,0.0065,1553082222.572691,bid
3944.0,0.01,1553082222.572691,bid
3943.86,1.7209999999999999,1553082222.572691,bid
3943.63,0.20204809,1553082222.572691,bid
3943.58,0.01648226,1553082222.572691,bid
3943.58,0.002,1553082222.572691,bid
3943.34,0.4,1553082222.572691,bid
3943.0,0.01,1553082222.572691,bid
3943.0,0.01,1553082222.572691,bid
3943.0,1.2676844999999999,1553082222.572691,bid
3942.96,0.02,1553082222.572691,bid
3942.95,0.5,1553082222.572691,bid
3942.93,0.0065,1553082222.572691,bid
3942.72,0.01,1553082222.572691,bid
3942.59,0.0197,1553082222.572691,bid
3942.5,0.001,1553082222.572691,bid
3942.01,0.003804,1553082222.572691,bid
3942.0,0.01,1553082222.572691,bid
3942.0,0.01,1553082222.572691,bid
3941.52,23.3,1553082222.572691,bid
3941.17,0.01,1553082222.572691,bid
3941.14,0.0065,1553082222.572691,bid
3941.0,0.01,1553082222.572691,bid
3940.91,1.01745536,1553082222.572691,bid
3940.62,0.0901405,1553082222.572691,bid
3940.45,0.001,1553082222.572691,bid
3940.45,0.02,1553082222.572691,bid
3940.1,1.0,1553082222.572691,bid
3940.0,0.1,1553082222.572691,bid
3940.0,0.01544331,1553082222.572691,bid
3940.0,0.00500001,1553082222.572691,bid
3940.0,0.001,1553082222.572691,bid
3940.0,0.2,1553082222.572691,bid
3940.0,2.0,1553082222.572691,bid
3940.0,0.002,1553082222.572691,bid
3940.0,0.00599062,1553082222.572691,bid
3940.0,0.0025,1553082222.572691,bid
3940.0,0.01010931,1553082222.572691,bid
3940.0,1.23430516,1553082222.572691,bid
3940.0,0.001,1553082222.572691,bid
3940.0,2.53,1553082222.572691,bid
3940.0,0.0254,1553082222.572691,bid
3940.0,0.03315589,1553082222.572691,bid
3940.0,0.25,1553082222.572691,bid
3940.0,0.01,1553082222.572691,bid
3940.0,0.01,1553082222.572691,bid
3940.0,0.002,1553082222.572691,bid
3940.0,0.4168,1553082222.572691,bid
3940.0,0.075,1553082222.572691,bid
3940.0,0.05,1553082222.572691,bid
3940.0,0.01,1553082222.572691,bid
3940.0,1.32793884,1553082222.572691,bid
3940.0,0.025380700000000003,1553082222.572691,bid
3939.86,0.02,1553082222.572691,bid
3939.83,11.03880116,1553082222.572691,bid
3939.5,0.0065,1553082222.572691,bid
3939.0,2.0,1553082222.572691,bid
3939.0,2.0,1553082222.572691,bid
3939.0,10.35503741,1553082222.572691,bid
3939.0,0.01,1553082222.572691,bid
3939.0,0.10391848,1553082222.572691,bid
3938.65,0.32612999,1553082222.572691,bid
3938.59,0.5,1553082222.572691,bid
3938.0,0.01273231,1553082222.572691,bid
3938.0,0.0065,1553082222.572691,bid
3938.0,0.01,1553082222.572691,bid
3937.96,0.02,1553082222.572691,bid
3937.86,0.001,1553082222.572691,bid
3937.5,1.0,1553082222.572691,bid
3937.27,0.02539831,1553082222.572691,bid
3937.19,0.01,1553082222.572691,bid
3937.0,0.01,1553082222.572691,bid
3937.0,0.15538544,1553082222.572691,bid
3936.57,0.001,1553082222.572691,bid
3936.47,0.0065,1553082222.572691,bid
3936.04,0.0041315,1553082222.572691,bid
3936.0,0.01,1553082222.572691,bid
3935.61,0.001,1553082222.572691,bid
3935.5,0.02540992,1553082222.572691,bid
3935.31,25.4,1553082222.572691,bid
3935.27,0.001,1553082222.572691,bid
3935.0,0.5,1553082222.572691,bid
3935.0,0.01,1553082222.572691,bid
3935.0,0.01,1553082222.572691,bid
3934.6,1.0,1553082222.572691,bid
3934.57,0.001,1553082222.572691,bid
3934.44,0.1,1553082222.572691,bid
3934.38,0.0653894,1553082222.572691,bid
3934.38,0.0065,1553082222.572691,bid
3934.23,0.001,1553082222.572691,bid
3934.0,0.01,1553082222.572691,bid
3934.0,0.01,1553082222.572691,bid
3933.78,0.08904001,1553082222.572691,bid
3933.49,0.00211771,1553082222.572691,bid
3933.49,0.01141819,1553082222.572691,bid
3933.45,0.01505803,1553082222.572691,bid
3933.21,0.04,1553082222.572691,bid
3933.0,0.12712942,1553082222.572691,bid
3933.0,0.01,1553082222.572691,bid
3933.0,0.001,1553082222.572691,bid
3932.99,0.00985518,1553082222.572691,bid
3932.92,0.0064,1553082222.572691,bid
3932.91,0.02868212,1553082222.572691,bid
3932.68,0.001,1553082222.572691,bid
3932.28,1.272,1553082222.572691,bid
3932.1,0.00211591,1553082222.572691,bid
3932.1,0.25177,1553082222.572691,bid
3932.0,0.02,1553082222.572691,bid
3932.0,0.01,1553082222.572691,bid
3932.0,0.03,1553082222.572691,bid
3931.55,0.12655573,1553082222.572691,bid
3931.46,0.001,1553082222.572691,bid
3931.39,0.10171518,1553082222.572691,bid
3931.21,0.02,1553082222.572691,bid
3931.0,0.03833587,1553082222.572691,bid
3931.0,0.02,1553082222.572691,bid
3931.0,0.01,1553082222.572691,bid
3931.0,0.038,1553082222.572691,bid
3930.74,0.0065,1553082222.572691,bid
3930.51,0.11483299999999999,1553082222.572691,bid
3930.5,0.01081218,1553082222.572691,bid
3930.37,0.5,1553082222.572691,bid
3930.24,0.001,1553082222.572691,bid
3930.22,0.02,1553082222.572691,bid
3930.0,0.002,1553082222.572691,bid
3930.0,0.002,1553082222.572691,bid
3930.0,0.0025,1553082222.572691,bid
3930.0,0.5,1553082222.572691,bid
3930.0,0.01,1553082222.572691,bid
3930.0,0.07166036,1553082222.572691,bid
3930.0,0.02,1553082222.572691,bid
3930.0,0.05353693,1553082222.572691,bid
3930.0,0.02491075,1553082222.572691,bid
3930.0,0.01,1553082222.572691,bid
3930.0,0.011000000000000001,1553082222.572691,bid
3930.0,0.11884696,1553082222.572691,bid
3929.26,0.0894341,1553082222.572691,bid
3929.26,0.01,1553082222.572691,bid
3929.0,0.01,1553082222.572691,bid
3928.95,0.09684705,1553082222.572691,bid
3928.88,0.02081725,1553082222.572691,bid
3928.85,2.79786423,1553082222.572691,bid
3928.25,0.07298083,1553082222.572691,bid
3928.0,0.01,1553082222.572691,bid
3928.0,0.01,1553082222.572691,bid
3927.96,0.001,1553082222.572691,bid
3927.0,0.0564,1553082222.572691,bid
3927.0,0.01,1553082222.572691,bid
3926.77,0.0061973,1553082222.572691,bid
3926.77,0.0065,1553082222.572691,bid
3926.72,0.12507828,1553082222.572691,bid
3926.6,0.1,1553082222.572691,bid
3926.21,0.02,1553082222.572691,bid
3926.19,0.09178957,1553082222.572691,bid
3926.12,3.6910000000000003,1553082222.572691,bid
3926.0,0.12,1553082222.572691,bid
3926.0,0.01,1553082222.572691,bid
3926.0,0.12735608,1553082222.572691,bid
3926.0,0.25229241,1553082222.572691,bid
