,timestamp,price,quantity,type,exchange
5321,1554086605,3808.76,0.00474753,bids,gemini
5821,1554086605,5840.0,0.1,asks,gemini
5322,1554086605,3808.48,1.21186872,bids,gemini
5822,1554086605,5845.33,0.01796305,asks,gemini
5323,1554086605,3807.87,0.06490974,bids,gemini
5823,1554086605,5845.37,0.1936,asks,gemini
5324,1554086605,3807.84,0.52669969,bids,gemini
5824,1554086605,5899.97,0.1,asks,gemini
5325,1554086605,3807.77,0.0047312,bids,gemini
5825,1554086605,5900.0,0.3,asks,gemini
5326,1554086605,3807.46,0.00474934,bids,gemini
5826,1554086605,5900.99,0.4962387,asks,gemini
5327,1554086605,3807.22,0.78998963,bids,gemini
5827,1554086605,5940.0,0.01851851,asks,gemini
5328,1554086605,3807.13,0.17392999,bids,gemini
5828,1554086605,5949.4,0.1,asks,gemini
5329,1554086605,3807.1,0.15,bids,gemini
5829,1554086605,5950.0,0.14140148,asks,gemini
5330,1554086605,3806.81,0.11157191,bids,gemini
5830,1554086605,5984.81,1.0,asks,gemini
5331,1554086605,3806.2,0.36178835,bids,gemini
5831,1554086605,5995.0,0.003,asks,gemini
5332,1554086605,3806.0,0.17027256,bids,gemini
5832,1554086605,5999.0,0.035,asks,gemini
5333,1554086605,3805.8,0.00394153,bids,gemini
5833,1554086605,5999.97,0.1,asks,gemini
5334,1554086605,3805.02,0.02809709,bids,gemini
5834,1554086605,5999.99,0.30090005,asks,gemini
5335,1554086605,3805.0,5.0,bids,gemini
5835,1554086605,6000.0,4.82785731,asks,gemini
5336,1554086605,3804.28,0.08198539,bids,gemini
5836,1554086605,6070.0,1.0,asks,gemini
5337,1554086605,3804.01,0.95819755,bids,gemini
5837,1554086605,6100.0,0.08,asks,gemini
5338,1554086605,3803.4,0.04873844,bids,gemini
5838,1554086605,6111.0,1.0,asks,gemini
5339,1554086605,3803.17,0.03906274,bids,gemini
5839,1554086605,6160.0,0.01785714,asks,gemini
5340,1554086605,3803.0,2.0,bids,gemini
5840,1554086605,6163.41,7.0,asks,gemini
5341,1554086605,3802.4,0.01955135,bids,gemini
5841,1554086605,6197.87,0.07704292,asks,gemini
5342,1554086605,3802.38,0.15104895,bids,gemini
5842,1554086605,6200.0,0.54652437,asks,gemini
5343,1554086605,3802.07,0.0072198,bids,gemini
5843,1554086605,6249.0,0.035,asks,gemini
5344,1554086605,3802.0,0.2604,bids,gemini
5844,1554086605,6300.0,3.065,asks,gemini
5345,1554086605,3801.85,0.01627601,bids,gemini
5845,1554086605,6305.0,0.25471827,asks,gemini
5346,1554086605,3801.3,0.05261357,bids,gemini
5846,1554086605,6350.0,0.20222438,asks,gemini
5347,1554086605,3801.0,0.77391211,bids,gemini
5847,1554086605,6380.0,0.01724137,asks,gemini
5348,1554086605,3800.47,0.06346813,bids,gemini
5848,1554086605,6383.99,0.08852864,asks,gemini
5349,1554086605,3800.23,0.22064208,bids,gemini
5849,1554086605,6400.0,1.18127691,asks,gemini
5350,1554086605,3800.13,0.1,bids,gemini
5850,1554086605,6430.0,0.0311042,asks,gemini
5351,1554086605,3800.1,7.894e-05,bids,gemini
5851,1554086605,6450.0,8.5,asks,gemini
5352,1554086605,3800.06,0.01792632,bids,gemini
5852,1554086605,6470.0,0.003,asks,gemini
5353,1554086605,3800.01,0.61264383,bids,gemini
5853,1554086605,6477.0,0.06,asks,gemini
5354,1554086605,3800.0,51.55417493,bids,gemini
5854,1554086605,6499.0,0.33043033,asks,gemini
5355,1554086605,3799.81,0.00969634,bids,gemini
5855,1554086605,6499.99,0.04078348,asks,gemini
5356,1554086605,3799.38,0.0146248,bids,gemini
5856,1554086605,6500.0,10.58360365,asks,gemini
5357,1554086605,3799.13,0.0327599,bids,gemini
5857,1554086605,6520.0,0.25,asks,gemini
5358,1554086605,3798.04,0.00805022,bids,gemini
5858,1554086605,6540.0,0.3058104,asks,gemini
5359,1554086605,3797.91,0.00971053,bids,gemini
5859,1554086605,6545.2,0.51550499,asks,gemini
5360,1554086605,3797.55,0.45187134,bids,gemini
5860,1554086605,6549.89,3.84739286,asks,gemini
5361,1554086605,3797.31,0.00311466,bids,gemini
5861,1554086605,6550.0,0.97437938,asks,gemini
5362,1554086605,3796.64,0.10680377,bids,gemini
5862,1554086605,6584.0,0.06,asks,gemini
5363,1554086605,3796.2,0.14653704,bids,gemini
5863,1554086605,6598.28,0.0020184,asks,gemini
5364,1554086605,3796.1,0.01299834,bids,gemini
5864,1554086605,6600.0,0.79274001,asks,gemini
5365,1554086605,3796.0,0.65,bids,gemini
5865,1554086605,6626.29,7.0,asks,gemini
5366,1554086605,3795.25,0.10425002,bids,gemini
5866,1554086605,6630.0,0.01099526,asks,gemini
5367,1554086605,3794.86,0.52697977,bids,gemini
5867,1554086605,6649.0,0.03185,asks,gemini
5368,1554086605,3794.59,0.02596127,bids,gemini
5868,1554086605,6654.0,0.0921,asks,gemini
5369,1554086605,3794.27,0.08161123,bids,gemini
5869,1554086605,6690.0,0.58,asks,gemini
5370,1554086605,3794.06,0.01712167,bids,gemini
5870,1554086605,6700.0,1.34614101,asks,gemini
5371,1554086605,3793.45,0.19320611,bids,gemini
5871,1554086605,6720.0,0.06,asks,gemini
5372,1554086605,3793.44,0.04248865,bids,gemini
5872,1554086605,6735.49,7.0,asks,gemini
5373,1554086605,3793.35,0.06011574,bids,gemini
5873,1554086605,6750.0,0.07522396,asks,gemini
5374,1554086605,3793.34,0.1113425,bids,gemini
5874,1554086605,6760.0,0.11536247,asks,gemini
5375,1554086605,3793.29,0.00805624,bids,gemini
5875,1554086605,6761.53,0.31279409,asks,gemini
5376,1554086605,3792.83,0.00391493,bids,gemini
5876,1554086605,6778.88,3.0,asks,gemini
5377,1554086605,3792.8,0.0063988,bids,gemini
5877,1554086605,6800.0,0.67078297,asks,gemini
5378,1554086605,3792.16,0.03582899,bids,gemini
5878,1554086605,6814.0,0.06,asks,gemini
5379,1554086605,3791.24,0.0161812,bids,gemini
5879,1554086605,6839.29,0.00752144,asks,gemini
5380,1554086605,3791.01,0.00659454,bids,gemini
5880,1554086605,6845.0,0.00146093,asks,gemini
5381,1554086605,3790.99,0.00308482,bids,gemini
5881,1554086605,6850.0,0.3,asks,gemini
5382,1554086605,3790.94,0.01945224,bids,gemini
5882,1554086605,6852.51,0.1,asks,gemini
5383,1554086605,3790.9,0.01619436,bids,gemini
5883,1554086605,6865.33,0.1,asks,gemini
5384,1554086605,3790.58,0.01298143,bids,gemini
5884,1554086605,6876.08,0.1,asks,gemini
5385,1554086605,3790.55,0.05264059,bids,gemini
5885,1554086605,6880.0,0.025,asks,gemini
5386,1554086605,3790.51,0.00965331,bids,gemini
5886,1554086605,6882.0,0.01603303,asks,gemini
5387,1554086605,3790.5,0.01298807,bids,gemini
5887,1554086605,6898.0,0.0318725,asks,gemini
5388,1554086605,3790.49,0.04941034,bids,gemini
5888,1554086605,6898.95,2.6,asks,gemini
5389,1554086605,3790.36,0.00621666,bids,gemini
5889,1554086605,6900.0,0.28539578,asks,gemini
5390,1554086605,3790.27,0.00639995,bids,gemini
5890,1554086605,6954.58,0.2,asks,gemini
5391,1554086605,3789.26,0.04576626,bids,gemini
5891,1554086605,6970.0,0.07173602,asks,gemini
5392,1554086605,3788.97,0.00131961,bids,gemini
5892,1554086605,6988.88,0.08803238,asks,gemini
5393,1554086605,3788.88,0.02639302,bids,gemini
5893,1554086605,6997.03,0.0028926,asks,gemini
5394,1554086605,3788.83,0.00309904,bids,gemini
5894,1554086605,6998.87,1.0,asks,gemini
5395,1554086605,3788.22,0.13198811,bids,gemini
5895,1554086605,6999.0,0.12292,asks,gemini
5396,1554086605,3788.13,0.04889834,bids,gemini
5896,1554086605,6999.96,0.00222,asks,gemini
5397,1554086605,3788.0,0.13068901,bids,gemini
5897,1554086605,7000.0,8.48098847,asks,gemini
5398,1554086605,3787.65,0.01276211,bids,gemini
5898,1554086605,7033.0,0.005,asks,gemini
5399,1554086605,3787.57,0.03589118,bids,gemini
5899,1554086605,7100.0,1.11927246,asks,gemini
5400,1554086605,3787.42,0.04854984,bids,gemini
5900,1554086605,7111.0,0.09,asks,gemini
5401,1554086605,3787.39,0.00391937,bids,gemini
5901,1554086605,7122.64,0.06,asks,gemini
5402,1554086605,3787.3,0.03290568,bids,gemini
5902,1554086605,7124.5,0.2,asks,gemini
5403,1554086605,3786.76,0.00227565,bids,gemini
5903,1554086605,7126.01,0.01911879,asks,gemini
5404,1554086605,3786.7,0.0227968,bids,gemini
5904,1554086605,7139.57,0.0919887,asks,gemini
5405,1554086605,3786.59,0.03585567,bids,gemini
5905,1554086605,7150.0,0.06993007,asks,gemini
5406,1554086605,3786.57,0.21630257,bids,gemini
5906,1554086605,7189.66,0.06954432,asks,gemini
5407,1554086605,3786.26,0.00310076,bids,gemini
5907,1554086605,7199.99,0.00891843,asks,gemini
5408,1554086605,3786.25,0.15687326,bids,gemini
5908,1554086605,7200.0,15.80494139,asks,gemini
5409,1554086605,3786.23,0.01298517,bids,gemini
5909,1554086605,7236.0,0.00138198,asks,gemini
5410,1554086605,3786.0,0.19149498,bids,gemini
5910,1554086605,7249.0,0.02733,asks,gemini
5411,1554086605,3785.91,0.03589768,bids,gemini
5911,1554086605,7250.0,1.1,asks,gemini
5412,1554086605,3785.8,0.02043291,bids,gemini
5912,1554086605,7255.0,0.11,asks,gemini
5413,1554086605,3785.63,0.05242937,bids,gemini
5913,1554086605,7280.0,0.01,asks,gemini
5414,1554086605,3785.59,0.03283099,bids,gemini
5914,1554086605,7290.0,0.2,asks,gemini
5415,1554086605,3785.52,0.00309735,bids,gemini
5915,1554086605,7300.0,1.15007933,asks,gemini
5416,1554086605,3785.35,0.01631857,bids,gemini
5916,1554086605,7350.0,0.1085,asks,gemini
5417,1554086605,3785.22,0.00310567,bids,gemini
5917,1554086605,7352.0,0.005,asks,gemini
5418,1554086605,3785.16,0.02615477,bids,gemini
5918,1554086605,7393.0,0.5,asks,gemini
5419,1554086605,3785.05,0.0327773,bids,gemini
5919,1554086605,7400.0,1.95867051,asks,gemini
5420,1554086605,3785.0,0.15852046,bids,gemini
5920,1554086605,7435.24,0.01814581,asks,gemini
5421,1554086605,3784.48,0.01051512,bids,gemini
5921,1554086605,7450.0,0.118,asks,gemini
5422,1554086605,3784.37,0.00965426,bids,gemini
5922,1554086605,7456.0,0.00247167,asks,gemini
5423,1554086605,3783.8,0.04919129,bids,gemini
5923,1554086605,7459.63,0.00078853,asks,gemini
5424,1554086605,3783.76,0.00639877,bids,gemini
5924,1554086605,7474.0,1.0,asks,gemini
5425,1554086605,3783.53,0.00724067,bids,gemini
5925,1554086605,7474.75,1.0,asks,gemini
5426,1554086605,3783.29,0.00638169,bids,gemini
5926,1554086605,7490.0,0.0082,asks,gemini
5427,1554086605,3783.18,0.03942521,bids,gemini
5927,1554086605,7490.03,0.3,asks,gemini
5428,1554086605,3783.17,0.03282748,bids,gemini
5928,1554086605,7499.0,0.025,asks,gemini
5429,1554086605,3783.1,0.006404,bids,gemini
5929,1554086605,7500.0,3.66171003,asks,gemini
5430,1554086605,3783.08,0.01635363,bids,gemini
5930,1554086605,7508.0,0.01,asks,gemini
5431,1554086605,3783.03,0.00968887,bids,gemini
5931,1554086605,7515.12,1.29021981,asks,gemini
5432,1554086605,3783.0,0.01521702,bids,gemini
5932,1554086605,7525.77,0.31680487,asks,gemini
5433,1554086605,3782.91,0.00145754,bids,gemini
5933,1554086605,7540.0,25.0,asks,gemini
5434,1554086605,3782.86,0.07448679,bids,gemini
5934,1554086605,7544.07,0.0151773,asks,gemini
5435,1554086605,3782.42,0.00642823,bids,gemini
5935,1554086605,7554.95,0.1,asks,gemini
5436,1554086605,3782.18,0.02297115,bids,gemini
5936,1554086605,7559.74,0.20338983,asks,gemini
5437,1554086605,3782.0,0.14383923,bids,gemini
5937,1554086605,7560.0,0.06,asks,gemini
5438,1554086605,3781.85,0.05575067,bids,gemini
5938,1554086605,7569.97,0.07296992,asks,gemini
5439,1554086605,3781.79,0.00145887,bids,gemini
5939,1554086605,7575.0,0.08,asks,gemini
5440,1554086605,3781.78,0.34611683,bids,gemini
5940,1554086605,7579.0,0.25340353,asks,gemini
5441,1554086605,3781.46,0.0162188,bids,gemini
5941,1554086605,7600.0,0.63664837,asks,gemini
5442,1554086605,3781.38,0.01687237,bids,gemini
5942,1554086605,7610.0,0.02367415,asks,gemini
5443,1554086605,3781.21,0.01632928,bids,gemini
5943,1554086605,7630.0,0.03,asks,gemini
5444,1554086605,3781.17,0.14424463,bids,gemini
5944,1554086605,7670.0,0.01706902,asks,gemini
5445,1554086605,3781.1,0.00640441,bids,gemini
5945,1554086605,7680.0,1.0,asks,gemini
5446,1554086605,3781.0,2.07365045,bids,gemini
5946,1554086605,7698.88,0.01313,asks,gemini
5447,1554086605,3780.95,0.42895295,bids,gemini
5947,1554086605,7700.0,0.06493507,asks,gemini
5448,1554086605,3780.91,0.01295373,bids,gemini
5948,1554086605,7729.0,0.01771051,asks,gemini
5449,1554086605,3780.88,0.00642742,bids,gemini
5949,1554086605,7750.0,0.066,asks,gemini
5450,1554086605,3780.54,8.0,bids,gemini
5950,1554086605,7750.83,0.13062478,asks,gemini
5451,1554086605,3780.53,1.6248033,bids,gemini
5951,1554086605,7789.0,0.02775468,asks,gemini
5452,1554086605,3780.51,0.01631497,bids,gemini
5952,1554086605,7799.0,1.0,asks,gemini
5453,1554086605,3780.47,0.00311459,bids,gemini
5953,1554086605,7800.0,0.81388888,asks,gemini
5454,1554086605,3780.31,0.01470095,bids,gemini
5954,1554086605,7801.0,0.375552,asks,gemini
5455,1554086605,3780.23,0.00800337,bids,gemini
5955,1554086605,7848.0,0.02976761,asks,gemini
5456,1554086605,3780.17,0.10862622,bids,gemini
5956,1554086605,7850.0,0.03965503,asks,gemini
5457,1554086605,3780.16,10.0,bids,gemini
5957,1554086605,7878.0,0.02,asks,gemini
5458,1554086605,3780.11,0.01310718,bids,gemini
5958,1554086605,7900.0,0.35329114,asks,gemini
5459,1554086605,3780.06,0.03257163,bids,gemini
5959,1554086605,7903.0,10.0,asks,gemini
5460,1554086605,3780.03,0.00311229,bids,gemini
5960,1554086605,7908.0,0.02100803,asks,gemini
5461,1554086605,3780.0,0.85642872,bids,gemini
5961,1554086605,7920.0,0.028,asks,gemini
5462,1554086605,3779.98,0.09697334,bids,gemini
5962,1554086605,7932.0,0.0921,asks,gemini
5463,1554086605,3779.96,0.08054446,bids,gemini
5963,1554086605,7969.0,0.02100803,asks,gemini
5464,1554086605,3779.81,0.01139372,bids,gemini
5964,1554086605,7978.9,0.15229768,asks,gemini
5465,1554086605,3779.73,0.00311268,bids,gemini
5965,1554086605,7980.0,0.01,asks,gemini
5466,1554086605,3779.58,0.04363254,bids,gemini
5966,1554086605,7995.0,0.097,asks,gemini
5467,1554086605,3779.57,0.00311695,bids,gemini
5967,1554086605,7998.0,0.98064936,asks,gemini
5468,1554086605,3779.5,0.04889068,bids,gemini
5968,1554086605,7999.0,0.025,asks,gemini
5469,1554086605,3779.46,0.00311673,bids,gemini
5969,1554086605,8000.0,5.803391,asks,gemini
5470,1554086605,3779.29,0.00308938,bids,gemini
5970,1554086605,8008.0,0.08472296,asks,gemini
5471,1554086605,3779.14,0.00310839,bids,gemini
5971,1554086605,8029.0,0.02232103,asks,gemini
5472,1554086605,3779.11,0.1298774,bids,gemini
5972,1554086605,8055.0,0.00630383,asks,gemini
5473,1554086605,3779.1,0.00472361,bids,gemini
5973,1554086605,8061.9,0.04006,asks,gemini
5474,1554086605,3779.08,0.01617373,bids,gemini
5974,1554086605,8062.0,0.00148847,asks,gemini
5475,1554086605,3779.07,0.02461558,bids,gemini
5975,1554086605,8089.0,0.03700623,asks,gemini
5476,1554086605,3778.95,0.0031056,bids,gemini
5976,1554086605,8096.0,0.2,asks,gemini
5477,1554086605,3778.75,0.00808393,bids,gemini
5977,1554086605,8100.0,0.16787027,asks,gemini
5478,1554086605,3778.64,0.00642972,bids,gemini
5978,1554086605,8118.0,0.1,asks,gemini
5479,1554086605,3778.56,1.28535211,bids,gemini
5979,1554086605,8144.99,0.07,asks,gemini
5480,1554086605,3778.53,0.00643487,bids,gemini
5980,1554086605,8150.0,0.12594492,asks,gemini
5481,1554086605,3778.47,0.0161841,bids,gemini
5981,1554086605,8195.1,0.0147651,asks,gemini
5482,1554086605,3778.42,0.0317593,bids,gemini
5982,1554086605,8200.0,1.70380349,asks,gemini
5483,1554086605,3778.12,0.0031185,bids,gemini
5983,1554086605,8204.0,0.1,asks,gemini
5484,1554086605,3778.06,0.18079556,bids,gemini
5984,1554086605,8211.0,0.04009008,asks,gemini
5485,1554086605,3778.0,0.00308777,bids,gemini
5985,1554086605,8220.0,0.06,asks,gemini
5486,1554086605,3777.97,0.01636189,bids,gemini
5986,1554086605,8240.0,0.03152088,asks,gemini
5487,1554086605,3777.7,0.04997383,bids,gemini
5987,1554086605,8241.05,0.00548881,asks,gemini
5488,1554086605,3777.68,0.00809102,bids,gemini
5988,1554086605,8250.0,0.01606061,asks,gemini
5489,1554086605,3777.67,0.04118768,bids,gemini
5989,1554086605,8251.39,10.0,asks,gemini
5490,1554086605,3777.61,0.0322839,bids,gemini
5990,1554086605,8260.0,1.0,asks,gemini
5491,1554086605,3777.52,0.00308648,bids,gemini
5991,1554086605,8272.0,0.04317393,asks,gemini
5492,1554086605,3777.42,0.03639888,bids,gemini
5992,1554086605,8280.0,1.9252504501,asks,gemini
5493,1554086605,3777.21,0.016374,bids,gemini
5993,1554086605,8300.0,0.69247323,asks,gemini
5494,1554086605,3777.2,0.01630103,bids,gemini
5994,1554086605,8320.0,0.0134001,asks,gemini
5495,1554086605,3777.19,0.03128018,bids,gemini
5995,1554086605,8321.0,0.1,asks,gemini
5496,1554086605,3777.12,0.0161866,bids,gemini
5996,1554086605,8333.0,0.04467951,asks,gemini
5497,1554086605,3777.09,0.02597634,bids,gemini
5997,1554086605,8350.0,0.01,asks,gemini
5498,1554086605,3777.04,0.5762071,bids,gemini
5998,1554086605,8365.0,0.049,asks,gemini
5499,1554086605,3777.0,0.01323801,bids,gemini
5999,1554086605,8376.27,0.012,asks,gemini
6000,1554086607,4123.46,0.89176685,bids,gemini
6500,1554086607,4124.04,0.05097817,asks,gemini
6001,1554086607,4123.36,3.0,bids,gemini
6501,1554086607,4125.05,2.432,asks,gemini
6002,1554086607,4123.17,1.0,bids,gemini
6502,1554086607,4125.6,3.0,asks,gemini
6003,1554086607,4122.67,1.0,bids,gemini
6503,1554086607,4125.63,3.0,asks,gemini
6004,1554086607,4122.58,6.0,bids,gemini
6504,1554086607,4126.07,0.89047763,asks,gemini
6005,1554086607,4122.5,1.21285627,bids,gemini
6505,1554086607,4126.11,1.0,asks,gemini
6006,1554086607,4122.4,1.0,bids,gemini
6506,1554086607,4126.25,2.738,asks,gemini
6007,1554086607,4122.24,0.12032293,bids,gemini
6507,1554086607,4126.55,6.0,asks,gemini
6008,1554086607,4121.95,1.0,bids,gemini
6508,1554086607,4126.8,5.0,asks,gemini
6009,1554086607,4121.43,0.89047763,bids,gemini
6509,1554086607,4126.9,1.0,asks,gemini
6010,1554086607,4121.41,1.0,bids,gemini
6510,1554086607,4127.19,1.0,asks,gemini
6011,1554086607,4120.9,7.2299,bids,gemini
6511,1554086607,4127.66,1.0,asks,gemini
6012,1554086607,4120.89,1.0,bids,gemini
6512,1554086607,4127.81,0.5,asks,gemini
6013,1554086607,4120.58,5.05,bids,gemini
6513,1554086607,4127.85,1.0,asks,gemini
6014,1554086607,4120.25,1.0,bids,gemini
6514,1554086607,4128.05,0.055,asks,gemini
6015,1554086607,4119.55,0.5,bids,gemini
6515,1554086607,4128.18,1.0,asks,gemini
6016,1554086607,4119.29,9.5338,bids,gemini
6516,1554086607,4128.68,1.0,asks,gemini
6017,1554086607,4118.74,5.0,bids,gemini
6517,1554086607,4129.0,0.02443177,asks,gemini
6018,1554086607,4117.49,6.3415,bids,gemini
6518,1554086607,4129.08,5.05,asks,gemini
6019,1554086607,4117.33,0.01214379,bids,gemini
6519,1554086607,4129.63,5.0,asks,gemini
6020,1554086607,4116.02,7.3025,bids,gemini
6520,1554086607,4130.13,0.531,asks,gemini
6021,1554086607,4115.38,5.0,bids,gemini
6521,1554086607,4130.77,6.1,asks,gemini
6022,1554086607,4114.28,26.4,bids,gemini
6522,1554086607,4132.83,8.7,asks,gemini
6023,1554086607,4114.25,8.7,bids,gemini
6523,1554086607,4133.0,0.24447589,asks,gemini
6024,1554086607,4114.23,2.724,bids,gemini
6524,1554086607,4134.38,50.0,asks,gemini
6025,1554086607,4113.03,1.751,bids,gemini
6525,1554086607,4134.7,2.0,asks,gemini
6026,1554086607,4112.45,55.56,bids,gemini
6526,1554086607,4134.77,9.77,asks,gemini
6027,1554086607,4112.1,2.0,bids,gemini
6527,1554086607,4134.99,0.3,asks,gemini
6028,1554086607,4111.59,1.039,bids,gemini
6528,1554086607,4135.19,2.013,asks,gemini
6029,1554086607,4110.84,8.6,bids,gemini
6529,1554086607,4136.61,6.44,asks,gemini
6030,1554086607,4109.35,9.39,bids,gemini
6530,1554086607,4138.0,0.05,asks,gemini
6031,1554086607,4108.58,1.657,bids,gemini
6531,1554086607,4138.2,0.002482,asks,gemini
6032,1554086607,4108.51,26.95,bids,gemini
6532,1554086607,4138.42,9.372,asks,gemini
6033,1554086607,4107.8,9.6837,bids,gemini
6533,1554086607,4139.0,1.05980205,asks,gemini
6034,1554086607,4107.3,8.95,bids,gemini
6534,1554086607,4140.0,30.82415459,asks,gemini
6035,1554086607,4105.6,3.49,bids,gemini
6535,1554086607,4140.46,7.2,asks,gemini
6036,1554086607,4105.45,10.6405,bids,gemini
6536,1554086607,4142.01,9.5,asks,gemini
6037,1554086607,4105.0,0.60901339,bids,gemini
6537,1554086607,4143.72,10.87,asks,gemini
6038,1554086607,4104.24,22.35,bids,gemini
6538,1554086607,4143.74,40.0,asks,gemini
6039,1554086607,4104.1,0.09,bids,gemini
6539,1554086607,4145.1,0.09,asks,gemini
6040,1554086607,4103.41,8.7435,bids,gemini
6540,1554086607,4145.26,5.2376,asks,gemini
6041,1554086607,4102.12,40.0,bids,gemini
6541,1554086607,4146.87,5.2,asks,gemini
6042,1554086607,4101.77,27.7688,bids,gemini
6542,1554086607,4147.52,0.01227,asks,gemini
6043,1554086607,4101.23,9.4239,bids,gemini
6543,1554086607,4147.7,0.25,asks,gemini
6044,1554086607,4100.0,0.61409754,bids,gemini
6544,1554086607,4148.69,5.3585,asks,gemini
6045,1554086607,4098.57,0.00243987,bids,gemini
6545,1554086607,4149.0,0.01084599,asks,gemini
6046,1554086607,4097.08,31.8,bids,gemini
6546,1554086607,4150.0,31.893158,asks,gemini
6047,1554086607,4090.0,0.07334962,bids,gemini
6547,1554086607,4150.3,0.02652519,asks,gemini
6048,1554086607,4088.66,0.00079,bids,gemini
6548,1554086607,4150.67,0.005952,asks,gemini
6049,1554086607,4087.92,0.00121,bids,gemini
6549,1554086607,4153.37,5.714,asks,gemini
6050,1554086607,4086.86,0.00244686,bids,gemini
6550,1554086607,4154.26,0.01757234,asks,gemini
6051,1554086607,4085.29,0.00079,bids,gemini
6551,1554086607,4155.0,1.0,asks,gemini
6052,1554086607,4082.35,3.894,bids,gemini
6552,1554086607,4160.0,20.0,asks,gemini
6053,1554086607,4080.0,0.07231372,bids,gemini
6553,1554086607,4161.13,14.4043,asks,gemini
6054,1554086607,4079.73,0.00079,bids,gemini
6554,1554086607,4162.0,0.1,asks,gemini
6055,1554086607,4077.3,3.0,bids,gemini
6555,1554086607,4165.0,1.5,asks,gemini
6056,1554086607,4075.0,0.12149202,bids,gemini
6556,1554086607,4167.0,0.0921,asks,gemini
6057,1554086607,4070.9,0.00079,bids,gemini
6557,1554086607,4169.0,0.18037644,asks,gemini
6058,1554086607,4063.99,6.169,bids,gemini
6558,1554086607,4170.0,0.003,asks,gemini
6059,1554086607,4061.98,0.00677748,bids,gemini
6559,1554086607,4170.66,5.0,asks,gemini
6060,1554086607,4061.19,20.0,bids,gemini
6560,1554086607,4171.73,8.5,asks,gemini
6061,1554086607,4059.79,0.00079,bids,gemini
6561,1554086607,4172.72,0.006721,asks,gemini
6062,1554086607,4054.45,0.01,bids,gemini
6562,1554086607,4174.89,0.003211,asks,gemini
6063,1554086607,4051.0,1.0,bids,gemini
6563,1554086607,4179.0,1.0,asks,gemini
6064,1554086607,4050.99,0.13947207,bids,gemini
6564,1554086607,4180.0,10.88691669,asks,gemini
6065,1554086607,4050.0,0.23140243,bids,gemini
6565,1554086607,4180.3,0.05,asks,gemini
6066,1554086607,4045.63,7.111,bids,gemini
6566,1554086607,4183.7,0.25,asks,gemini
6067,1554086607,4045.0,0.0122398,bids,gemini
6567,1554086607,4185.0,1.0588122,asks,gemini
6068,1554086607,4041.19,0.03711777,bids,gemini
6568,1554086607,4186.0,0.44376334,asks,gemini
6069,1554086607,4040.0,1.1005,bids,gemini
6569,1554086607,4187.44,0.14,asks,gemini
6070,1554086607,4039.71,0.0495085,bids,gemini
6570,1554086607,4188.88,0.1,asks,gemini
6071,1554086607,4038.88,0.06189834,bids,gemini
6571,1554086607,4190.0,1.0,asks,gemini
6072,1554086607,4038.0,0.05386329,bids,gemini
6572,1554086607,4190.09,12.767,asks,gemini
6073,1554086607,4036.62,0.00868819,bids,gemini
6573,1554086607,4192.02,20.0,asks,gemini
6074,1554086607,4036.24,0.15,bids,gemini
6574,1554086607,4195.0,0.5,asks,gemini
6075,1554086607,4035.0,0.365,bids,gemini
6575,1554086607,4195.31,0.25,asks,gemini
6076,1554086607,4033.55,0.01239602,bids,gemini
6576,1554086607,4196.0,1.0,asks,gemini
6077,1554086607,4032.13,0.0124,bids,gemini
6577,1554086607,4197.0,0.08,asks,gemini
6078,1554086607,4030.32,0.00793981,bids,gemini
6578,1554086607,4197.09,0.05,asks,gemini
6079,1554086607,4030.1,7.443e-05,bids,gemini
6579,1554086607,4197.9,0.06,asks,gemini
6080,1554086607,4030.0,0.06141439,bids,gemini
6580,1554086607,4198.0,5.0,asks,gemini
6081,1554086607,4029.0,1.0,bids,gemini
6581,1554086607,4200.0,8.66605704,asks,gemini
6082,1554086607,4028.0,0.02457795,bids,gemini
6582,1554086607,4202.69,1.2,asks,gemini
6083,1554086607,4027.27,10.101,bids,gemini
6583,1554086607,4205.0,0.15,asks,gemini
6084,1554086607,4025.0,0.2796621,bids,gemini
6584,1554086607,4207.0,0.3,asks,gemini
6085,1554086607,4024.0,0.05,bids,gemini
6585,1554086607,4207.93,0.00323,asks,gemini
6086,1554086607,4023.0,0.07457121,bids,gemini
6586,1554086607,4208.45,14.204,asks,gemini
6087,1554086607,4021.0,0.01616513,bids,gemini
6587,1554086607,4209.32,22.0,asks,gemini
6088,1554086607,4020.1,7.462e-05,bids,gemini
6588,1554086607,4216.8,0.09,asks,gemini
6089,1554086607,4020.0,0.12750648,bids,gemini
6589,1554086607,4219.8,0.25,asks,gemini
6090,1554086607,4019.0,1.0,bids,gemini
6590,1554086607,4222.0,0.5,asks,gemini
6091,1554086607,4018.57,0.00218189,bids,gemini
6591,1554086607,4223.0,7.26878136,asks,gemini
6092,1554086607,4015.0,0.28636363,bids,gemini
6592,1554086607,4227.19,0.2,asks,gemini
6093,1554086607,4014.0,0.07473841,bids,gemini
6593,1554086607,4230.0,2.16938941,asks,gemini
6094,1554086607,4013.71,0.12434132,bids,gemini
6594,1554086607,4230.34,12.0,asks,gemini
6095,1554086607,4012.0,0.02492522,bids,gemini
6595,1554086607,4236.06,0.001469,asks,gemini
6096,1554086607,4010.91,1.1613,bids,gemini
6596,1554086607,4236.36,0.00088,asks,gemini
6097,1554086607,4010.56,0.23922008,bids,gemini
6597,1554086607,4240.3,0.05,asks,gemini
