,timestamp,price,quantity,type,exchange
2219,1554086600,3888.08,0.5,bids,gemini
2719,1554086600,4810.01,0.015307,asks,gemini
2220,1554086600,3886.17,0.01262762,bids,gemini
2720,1554086600,4811.0,0.15,asks,gemini
2221,1554086600,3886.0,5.0,bids,gemini
2721,1554086600,4838.0,0.05,asks,gemini
2222,1554086600,3885.0,0.019,bids,gemini
2722,1554086600,4840.0,10.12272727,asks,gemini
2223,1554086600,3880.24,0.03066677,bids,gemini
2723,1554086600,4850.0,0.25,asks,gemini
2224,1554086600,3880.0,0.16269,bids,gemini
2724,1554086600,4857.28,0.015141,asks,gemini
2225,1554086600,3876.52,0.00438521,bids,gemini
2725,1554086600,4865.0,0.3,asks,gemini
2226,1554086600,3876.0,0.00773993,bids,gemini
2726,1554086600,4865.07,6.45206449,asks,gemini
2227,1554086600,3875.45,0.00203,bids,gemini
2727,1554086600,4874.5,0.012418,asks,gemini
2228,1554086600,3875.25,0.0132843,bids,gemini
2728,1554086600,4875.0,2.1,asks,gemini
2229,1554086600,3875.1,7.741e-05,bids,gemini
2729,1554086600,4876.0,1.75,asks,gemini
2230,1554086600,3875.0,0.81236644,bids,gemini
2730,1554086600,4878.0,0.05,asks,gemini
2231,1554086600,3871.79,0.00439056,bids,gemini
2731,1554086600,4888.0,0.3,asks,gemini
2232,1554086600,3870.3,0.10199719,bids,gemini
2732,1554086600,4888.94,7.0,asks,gemini
2233,1554086600,3870.12,0.000914,bids,gemini
2733,1554086600,4891.76,1.0,asks,gemini
2234,1554086600,3870.0,0.01,bids,gemini
2734,1554086600,4900.0,0.50204082,asks,gemini
2235,1554086600,3866.0,0.12803931,bids,gemini
2735,1554086600,4908.71,0.038912,asks,gemini
2236,1554086600,3865.8,0.0569093,bids,gemini
2736,1554086600,4912.0,0.40716613,asks,gemini
2237,1554086600,3865.0,0.04980595,bids,gemini
2737,1554086600,4918.02,0.01497,asks,gemini
2238,1554086600,3862.97,0.001297,bids,gemini
2738,1554086600,4920.59,0.015202,asks,gemini
2239,1554086600,3861.38,1.0,bids,gemini
2739,1554086600,4937.37,3.0,asks,gemini
2240,1554086600,3861.05,0.02201473,bids,gemini
2740,1554086600,4938.0,0.1,asks,gemini
2241,1554086600,3860.01,0.07951533,bids,gemini
2741,1554086600,4949.49,0.49,asks,gemini
2242,1554086600,3860.0,2.17450776,bids,gemini
2742,1554086600,4950.0,21.75058823,asks,gemini
2243,1554086600,3859.0,0.450894,bids,gemini
2743,1554086600,4959.0,0.1,asks,gemini
2244,1554086600,3858.95,0.09717669,bids,gemini
2744,1554086600,4975.0,0.10729756,asks,gemini
2245,1554086600,3856.0,0.65,bids,gemini
2745,1554086600,4987.0,0.1960042,asks,gemini
2246,1554086600,3855.24,0.0256923,bids,gemini
2746,1554086600,4990.0,2.56923,asks,gemini
2247,1554086600,3855.0,1.72470298,bids,gemini
2747,1554086600,4992.0,0.11770855,asks,gemini
2248,1554086600,3854.8,0.00129708,bids,gemini
2748,1554086600,4999.97,0.3,asks,gemini
2249,1554086600,3853.0,0.25953802,bids,gemini
2749,1554086600,4999.99,1.0,asks,gemini
2250,1554086600,3851.69,0.05151504,bids,gemini
2750,1554086600,5000.0,111.44049924,asks,gemini
2251,1554086600,3851.57,0.04439747,bids,gemini
2751,1554086600,5006.0,2.55889795,asks,gemini
2252,1554086600,3851.0,1.22004673,bids,gemini
2752,1554086600,5014.12,1.0,asks,gemini
2253,1554086600,3850.29,0.05194413,bids,gemini
2753,1554086600,5025.0,0.05837,asks,gemini
2254,1554086600,3850.1,0.04501181,bids,gemini
2754,1554086600,5032.01,0.032802,asks,gemini
2255,1554086600,3850.03,0.1,bids,gemini
2755,1554086600,5037.37,1.5,asks,gemini
2256,1554086600,3850.0,8.03862977,bids,gemini
2756,1554086600,5038.0,0.05,asks,gemini
2257,1554086600,3849.49,0.12858846,bids,gemini
2757,1554086600,5049.0,0.22478617,asks,gemini
2258,1554086600,3849.0,0.01299038,bids,gemini
2758,1554086600,5050.0,0.25,asks,gemini
2259,1554086600,3847.0,0.01273719,bids,gemini
2759,1554086600,5051.0,0.81,asks,gemini
2260,1554086600,3845.36,0.00260053,bids,gemini
2760,1554086600,5060.0,1.02173913,asks,gemini
2261,1554086600,3845.0,0.6436931,bids,gemini
2761,1554086600,5074.69,5.0,asks,gemini
2262,1554086600,3843.0,0.05,bids,gemini
2762,1554086600,5080.0,10.0,asks,gemini
2263,1554086600,3841.91,8.0,bids,gemini
2763,1554086600,5100.0,3.8675991,asks,gemini
2264,1554086600,3840.0,103.78473958,bids,gemini
2764,1554086600,5103.48,0.071598,asks,gemini
2265,1554086600,3838.74,0.0514674,bids,gemini
2765,1554086600,5149.07,0.012068,asks,gemini
2266,1554086600,3838.38,0.02579213,bids,gemini
2766,1554086600,5150.0,0.5,asks,gemini
2267,1554086600,3836.59,0.00635162,bids,gemini
2767,1554086600,5157.0,4.00000005,asks,gemini
2268,1554086600,3836.46,0.05498082,bids,gemini
2768,1554086600,5159.0,5.0,asks,gemini
2269,1554086600,3836.0,0.033,bids,gemini
2769,1554086600,5167.0,5.0,asks,gemini
2270,1554086600,3835.0,0.0130378,bids,gemini
2770,1554086600,5190.0,1.0,asks,gemini
2271,1554086600,3834.74,0.12908306,bids,gemini
2771,1554086600,5196.35,0.014177,asks,gemini
2272,1554086600,3832.25,0.00390132,bids,gemini
2772,1554086600,5197.0,0.62681822,asks,gemini
2273,1554086600,3831.46,0.00716759,bids,gemini
2773,1554086600,5200.0,0.09980039,asks,gemini
2274,1554086600,3831.01,0.04870568,bids,gemini
2774,1554086600,5219.0,0.5,asks,gemini
2275,1554086600,3830.4,0.00798406,bids,gemini
2775,1554086600,5231.51,0.16072425,asks,gemini
2276,1554086600,3830.0,0.30891383,bids,gemini
2776,1554086600,5237.0,1.75,asks,gemini
2277,1554086600,3829.69,0.00390298,bids,gemini
2777,1554086600,5243.0,0.1,asks,gemini
2278,1554086600,3829.68,0.01616493,bids,gemini
2778,1554086600,5252.26,0.09876,asks,gemini
2279,1554086600,3829.57,0.00226741,bids,gemini
2779,1554086600,5280.0,0.04464285,asks,gemini
2280,1554086600,3828.98,0.0130583,bids,gemini
2780,1554086600,5285.0,3.0,asks,gemini
2281,1554086600,3828.78,0.00962374,bids,gemini
2781,1554086600,5319.81,0.52,asks,gemini
2282,1554086600,3828.51,0.57433403,bids,gemini
2782,1554086600,5330.0,0.00701,asks,gemini
2283,1554086600,3827.71,0.07803223,bids,gemini
2783,1554086600,5342.0,0.5,asks,gemini
2284,1554086600,3827.56,0.00063273,bids,gemini
2784,1554086600,5376.8,0.26595745,asks,gemini
2285,1554086600,3827.35,0.00888295,bids,gemini
2785,1554086600,5380.0,0.19330856,asks,gemini
2286,1554086600,3826.61,0.01781266,bids,gemini
2786,1554086600,5388.0,0.085,asks,gemini
2287,1554086600,3825.69,0.02613907,bids,gemini
2787,1554086600,5392.8,0.5,asks,gemini
2288,1554086600,3825.56,0.01537221,bids,gemini
2788,1554086600,5399.0,0.45770138,asks,gemini
2289,1554086600,3825.1,7.842e-05,bids,gemini
2789,1554086600,5414.12,1.0,asks,gemini
2290,1554086600,3825.0,0.14379084,bids,gemini
2790,1554086600,5418.0,0.26622381,asks,gemini
2291,1554086600,3824.54,0.00647136,bids,gemini
2791,1554086600,5435.0,65.0,asks,gemini
2292,1554086600,3824.0,0.02615062,bids,gemini
2792,1554086600,5440.0,0.1,asks,gemini
2293,1554086600,3823.27,0.06630422,bids,gemini
2793,1554086600,5450.0,0.26595745,asks,gemini
2294,1554086600,3823.04,0.00472943,bids,gemini
2794,1554086600,5499.77,0.1,asks,gemini
2295,1554086600,3822.05,0.00333577,bids,gemini
2795,1554086600,5500.0,0.30357191,asks,gemini
2296,1554086600,3821.01,0.649,bids,gemini
2796,1554086600,5521.6,0.029179,asks,gemini
2297,1554086600,3820.0,0.45709685,bids,gemini
2797,1554086600,5550.0,0.26595745,asks,gemini
2298,1554086600,3819.73,0.03838341,bids,gemini
2798,1554086600,5559.8,0.5,asks,gemini
2299,1554086600,3817.19,0.0161651,bids,gemini
2799,1554086600,5564.76,0.05887,asks,gemini
2300,1554086600,3817.08,0.00638459,bids,gemini
2800,1554086600,5589.89,0.1470222,asks,gemini
2301,1554086600,3816.04,0.01131323,bids,gemini
2801,1554086600,5599.97,0.417,asks,gemini
2302,1554086600,3815.28,0.00131051,bids,gemini
2802,1554086600,5600.0,0.09090909,asks,gemini
2303,1554086600,3815.0,0.13106159,bids,gemini
2803,1554086600,5623.87,0.5,asks,gemini
2304,1554086600,3814.73,0.03912171,bids,gemini
2804,1554086600,5650.0,0.26595745,asks,gemini
2305,1554086600,3813.72,0.0117995,bids,gemini
2805,1554086600,5656.0,0.0921,asks,gemini
2306,1554086600,3813.4,0.01625567,bids,gemini
2806,1554086600,5680.0,1.0,asks,gemini
2307,1554086600,3813.37,0.00891562,bids,gemini
2807,1554086600,5690.0,0.03,asks,gemini
2308,1554086600,3813.3,0.03881887,bids,gemini
2808,1554086600,5699.97,0.1,asks,gemini
2309,1554086600,3812.21,0.01954285,bids,gemini
2809,1554086600,5700.0,0.63075439,asks,gemini
2310,1554086600,3812.0,0.01111784,bids,gemini
2810,1554086600,5714.22,0.10136875,asks,gemini
2311,1554086600,3811.6,0.01296781,bids,gemini
2811,1554086600,5720.0,0.01923076,asks,gemini
2312,1554086600,3811.55,0.00638965,bids,gemini
2812,1554086600,5723.2,0.026853,asks,gemini
2313,1554086600,3811.48,0.34684053,bids,gemini
2813,1554086600,5735.39,0.025014,asks,gemini
2314,1554086600,3811.44,0.0065592,bids,gemini
2814,1554086600,5748.0,0.45627319,asks,gemini
2315,1554086600,3811.39,1.44121987,bids,gemini
2815,1554086600,5749.0,0.035,asks,gemini
2316,1554086600,3811.06,0.31,bids,gemini
2816,1554086600,5749.97,0.1,asks,gemini
2317,1554086600,3811.0,0.85122015,bids,gemini
2817,1554086600,5800.0,1.01,asks,gemini
2318,1554086600,3810.31,0.001594,bids,gemini
2818,1554086600,5814.12,1.0,asks,gemini
2319,1554086600,3810.25,0.02937348,bids,gemini
2819,1554086600,5827.19,0.21,asks,gemini
2320,1554086600,3810.22,0.07149259,bids,gemini
2820,1554086600,5830.98,0.17398973,asks,gemini
2321,1554086600,3810.19,0.13138954,bids,gemini
2821,1554086600,5840.0,0.1,asks,gemini
2322,1554086600,3810.0,1.32013122,bids,gemini
2822,1554086600,5845.33,0.01796305,asks,gemini
2323,1554086600,3808.76,0.00474753,bids,gemini
2823,1554086600,5845.37,0.1936,asks,gemini
2324,1554086600,3808.48,1.21186872,bids,gemini
2824,1554086600,5899.97,0.1,asks,gemini
2325,1554086600,3807.87,0.06490974,bids,gemini
2825,1554086600,5900.0,0.3,asks,gemini
2326,1554086600,3807.84,0.52669969,bids,gemini
2826,1554086600,5900.99,0.4962387,asks,gemini
2327,1554086600,3807.77,0.0047312,bids,gemini
2827,1554086600,5940.0,0.01851851,asks,gemini
2328,1554086600,3807.46,0.00474934,bids,gemini
2828,1554086600,5949.4,0.1,asks,gemini
2329,1554086600,3807.22,0.78998963,bids,gemini
2829,1554086600,5950.0,0.14140148,asks,gemini
2330,1554086600,3807.13,0.17392999,bids,gemini
2830,1554086600,5984.81,1.0,asks,gemini
2331,1554086600,3807.1,0.15,bids,gemini
2831,1554086600,5995.0,0.003,asks,gemini
2332,1554086600,3806.81,0.11157191,bids,gemini
2832,1554086600,5999.0,0.035,asks,gemini
2333,1554086600,3806.2,0.36178835,bids,gemini
2833,1554086600,5999.97,0.1,asks,gemini
2334,1554086600,3806.0,0.17027256,bids,gemini
2834,1554086600,5999.99,0.30090005,asks,gemini
2335,1554086600,3805.8,0.00394153,bids,gemini
2835,1554086600,6000.0,4.82785731,asks,gemini
2336,1554086600,3805.02,0.02809709,bids,gemini
2836,1554086600,6070.0,1.0,asks,gemini
2337,1554086600,3805.0,5.0,bids,gemini
2837,1554086600,6100.0,0.08,asks,gemini
2338,1554086600,3804.28,0.08198539,bids,gemini
2838,1554086600,6111.0,1.0,asks,gemini
2339,1554086600,3804.01,0.95819755,bids,gemini
2839,1554086600,6160.0,0.01785714,asks,gemini
2340,1554086600,3803.4,0.04873844,bids,gemini
2840,1554086600,6163.41,7.0,asks,gemini
2341,1554086600,3803.17,0.03906274,bids,gemini
2841,1554086600,6197.87,0.07704292,asks,gemini
2342,1554086600,3803.0,2.0,bids,gemini
2842,1554086600,6200.0,0.54652437,asks,gemini
2343,1554086600,3802.4,0.01955135,bids,gemini
2843,1554086600,6249.0,0.035,asks,gemini
2344,1554086600,3802.38,0.15104895,bids,gemini
2844,1554086600,6300.0,3.065,asks,gemini
2345,1554086600,3802.07,0.0072198,bids,gemini
2845,1554086600,6305.0,0.25471827,asks,gemini
2346,1554086600,3802.0,0.2604,bids,gemini
2846,1554086600,6350.0,0.20222438,asks,gemini
2347,1554086600,3801.85,0.01627601,bids,gemini
2847,1554086600,6380.0,0.01724137,asks,gemini
2348,1554086600,3801.3,0.05261357,bids,gemini
2848,1554086600,6383.99,0.08852864,asks,gemini
2349,1554086600,3801.0,0.77391211,bids,gemini
2849,1554086600,6400.0,1.18127691,asks,gemini
2350,1554086600,3800.47,0.06346813,bids,gemini
2850,1554086600,6430.0,0.0311042,asks,gemini
2351,1554086600,3800.23,0.22064208,bids,gemini
2851,1554086600,6450.0,8.5,asks,gemini
2352,1554086600,3800.13,0.1,bids,gemini
2852,1554086600,6470.0,0.003,asks,gemini
2353,1554086600,3800.1,7.894e-05,bids,gemini
2853,1554086600,6477.0,0.06,asks,gemini
2354,1554086600,3800.06,0.01792632,bids,gemini
2854,1554086600,6499.0,0.33043033,asks,gemini
2355,1554086600,3800.01,0.61264383,bids,gemini
2855,1554086600,6499.99,0.04078348,asks,gemini
2356,1554086600,3800.0,51.55417493,bids,gemini
2856,1554086600,6500.0,10.58360365,asks,gemini
2357,1554086600,3799.81,0.00969634,bids,gemini
2857,1554086600,6520.0,0.25,asks,gemini
2358,1554086600,3799.38,0.0146248,bids,gemini
2858,1554086600,6540.0,0.3058104,asks,gemini
2359,1554086600,3799.13,0.0327599,bids,gemini
2859,1554086600,6545.2,0.51550499,asks,gemini
2360,1554086600,3798.04,0.00805022,bids,gemini
2860,1554086600,6549.89,3.84739286,asks,gemini
2361,1554086600,3797.91,0.00971053,bids,gemini
2861,1554086600,6550.0,0.97437938,asks,gemini
2362,1554086600,3797.55,0.45187134,bids,gemini
2862,1554086600,6584.0,0.06,asks,gemini
2363,1554086600,3797.31,0.00311466,bids,gemini
2863,1554086600,6598.28,0.0020184,asks,gemini
2364,1554086600,3796.64,0.10680377,bids,gemini
2864,1554086600,6600.0,0.79274001,asks,gemini
2365,1554086600,3796.2,0.14653704,bids,gemini
2865,1554086600,6626.29,7.0,asks,gemini
2366,1554086600,3796.1,0.01299834,bids,gemini
2866,1554086600,6630.0,0.01099526,asks,gemini
2367,1554086600,3796.0,0.65,bids,gemini
2867,1554086600,6649.0,0.03185,asks,gemini
2368,1554086600,3795.25,0.10425002,bids,gemini
2868,1554086600,6654.0,0.0921,asks,gemini
2369,1554086600,3794.86,0.52697977,bids,gemini
2869,1554086600,6690.0,0.58,asks,gemini
2370,1554086600,3794.59,0.02596127,bids,gemini
2870,1554086600,6700.0,1.34614101,asks,gemini
2371,1554086600,3794.27,0.08161123,bids,gemini
2871,1554086600,6720.0,0.06,asks,gemini
2372,1554086600,3794.06,0.01712167,bids,gemini
2872,1554086600,6735.49,7.0,asks,gemini
2373,1554086600,3793.45,0.19320611,bids,gemini
2873,1554086600,6750.0,0.07522396,asks,gemini
2374,1554086600,3793.44,0.04248865,bids,gemini
2874,1554086600,6760.0,0.11536247,asks,gemini
2375,1554086600,3793.35,0.06011574,bids,gemini
2875,1554086600,6761.53,0.31279409,asks,gemini
2376,1554086600,3793.34,0.1113425,bids,gemini
2876,1554086600,6778.88,3.0,asks,gemini
2377,1554086600,3793.29,0.00805624,bids,gemini
2877,1554086600,6800.0,0.67078297,asks,gemini
2378,1554086600,3792.83,0.00391493,bids,gemini
2878,1554086600,6814.0,0.06,asks,gemini
2379,1554086600,3792.8,0.0063988,bids,gemini
2879,1554086600,6839.29,0.00752144,asks,gemini
2380,1554086600,3792.16,0.03582899,bids,gemini
2880,1554086600,6845.0,0.00146093,asks,gemini
2381,1554086600,3791.24,0.0161812,bids,gemini
2881,1554086600,6850.0,0.3,asks,gemini
2382,1554086600,3791.01,0.00659454,bids,gemini
2882,1554086600,6852.51,0.1,asks,gemini
2383,1554086600,3790.99,0.00308482,bids,gemini
2883,1554086600,6865.33,0.1,asks,gemini
2384,1554086600,3790.94,0.01945224,bids,gemini
2884,1554086600,6876.08,0.1,asks,gemini
2385,1554086600,3790.9,0.01619436,bids,gemini
2885,1554086600,6880.0,0.025,asks,gemini
2386,1554086600,3790.58,0.01298143,bids,gemini
2886,1554086600,6882.0,0.01603303,asks,gemini
2387,1554086600,3790.55,0.05264059,bids,gemini
2887,1554086600,6898.0,0.0318725,asks,gemini
2388,1554086600,3790.51,0.00965331,bids,gemini
2888,1554086600,6898.95,2.6,asks,gemini
2389,1554086600,3790.5,0.01298807,bids,gemini
2889,1554086600,6900.0,0.28539578,asks,gemini
2390,1554086600,3790.49,0.04941034,bids,gemini
2890,1554086600,6954.58,0.2,asks,gemini
2391,1554086600,3790.36,0.00621666,bids,gemini
2891,1554086600,6970.0,0.07173602,asks,gemini
2392,1554086600,3790.27,0.00639995,bids,gemini
2892,1554086600,6988.88,0.08803238,asks,gemini
2393,1554086600,3789.26,0.04576626,bids,gemini
2893,1554086600,6997.03,0.0028926,asks,gemini
2394,1554086600,3788.97,0.00131961,bids,gemini
2894,1554086600,6998.87,1.0,asks,gemini
2395,1554086600,3788.88,0.02639302,bids,gemini
2895,1554086600,6999.0,0.12292,asks,gemini
2396,1554086600,3788.83,0.00309904,bids,gemini
2896,1554086600,6999.96,0.00222,asks,gemini
2397,1554086600,3788.22,0.13198811,bids,gemini
2897,1554086600,7000.0,8.48098847,asks,gemini
2398,1554086600,3788.13,0.04889834,bids,gemini
2898,1554086600,7033.0,0.005,asks,gemini
2399,1554086600,3788.0,0.13068901,bids,gemini
2899,1554086600,7100.0,1.11927246,asks,gemini
2400,1554086600,3787.65,0.01276211,bids,gemini
2900,1554086600,7111.0,0.09,asks,gemini
2401,1554086600,3787.57,0.03589118,bids,gemini
2901,1554086600,7122.64,0.06,asks,gemini
2402,1554086600,3787.42,0.04854984,bids,gemini
2902,1554086600,7124.5,0.2,asks,gemini
2403,1554086600,3787.39,0.00391937,bids,gemini
2903,1554086600,7126.01,0.01911879,asks,gemini
2404,1554086600,3787.3,0.03290568,bids,gemini
2904,1554086600,7139.57,0.0919887,asks,gemini
2405,1554086600,3786.76,0.00227565,bids,gemini
2905,1554086600,7150.0,0.06993007,asks,gemini
2406,1554086600,3786.7,0.0227968,bids,gemini
2906,1554086600,7189.66,0.06954432,asks,gemini
2407,1554086600,3786.59,0.03585567,bids,gemini
2907,1554086600,7199.99,0.00891843,asks,gemini
2408,1554086600,3786.57,0.21630257,bids,gemini
2908,1554086600,7200.0,15.80494139,asks,gemini
2409,1554086600,3786.26,0.00310076,bids,gemini
2909,1554086600,7236.0,0.00138198,asks,gemini
2410,1554086600,3786.25,0.15687326,bids,gemini
2910,1554086600,7249.0,0.02733,asks,gemini
2411,1554086600,3786.23,0.01298517,bids,gemini
2911,1554086600,7250.0,1.1,asks,gemini
2412,1554086600,3786.0,0.19149498,bids,gemini
2912,1554086600,7255.0,0.11,asks,gemini
2413,1554086600,3785.91,0.03589768,bids,gemini
2913,1554086600,7280.0,0.01,asks,gemini
2414,1554086600,3785.8,0.02043291,bids,gemini
2914,1554086600,7290.0,0.2,asks,gemini
2415,1554086600,3785.63,0.05242937,bids,gemini
2915,1554086600,7300.0,1.15007933,asks,gemini
2416,1554086600,3785.59,0.03283099,bids,gemini
2916,1554086600,7350.0,0.1085,asks,gemini
2417,1554086600,3785.52,0.00309735,bids,gemini
2917,1554086600,7352.0,0.005,asks,gemini
2418,1554086600,3785.35,0.01631857,bids,gemini
2918,1554086600,7393.0,0.5,asks,gemini
2419,1554086600,3785.22,0.00310567,bids,gemini
2919,1554086600,7400.0,1.95867051,asks,gemini
2420,1554086600,3785.16,0.02615477,bids,gemini
2920,1554086600,7435.24,0.01814581,asks,gemini
2421,1554086600,3785.05,0.0327773,bids,gemini
2921,1554086600,7450.0,0.118,asks,gemini
2422,1554086600,3785.0,0.15852046,bids,gemini
2922,1554086600,7456.0,0.00247167,asks,gemini
2423,1554086600,3784.48,0.01051512,bids,gemini
2923,1554086600,7459.63,0.00078853,asks,gemini
2424,1554086600,3784.37,0.00965426,bids,gemini
2924,1554086600,7474.0,1.0,asks,gemini
2425,1554086600,3783.8,0.04919129,bids,gemini
2925,1554086600,7474.75,1.0,asks,gemini
2426,1554086600,3783.76,0.00639877,bids,gemini
2926,1554086600,7490.0,0.0082,asks,gemini
2427,1554086600,3783.53,0.00724067,bids,gemini
2927,1554086600,7490.03,0.3,asks,gemini
2428,1554086600,3783.29,0.00638169,bids,gemini
2928,1554086600,7499.0,0.025,asks,gemini
2429,1554086600,3783.18,0.03942521,bids,gemini
2929,1554086600,7500.0,3.66171003,asks,gemini
2430,1554086600,3783.17,0.03282748,bids,gemini
2930,1554086600,7508.0,0.01,asks,gemini
2431,1554086600,3783.1,0.006404,bids,gemini
2931,1554086600,7515.12,1.29021981,asks,gemini
2432,1554086600,3783.08,0.01635363,bids,gemini
2932,1554086600,7525.77,0.31680487,asks,gemini
2433,1554086600,3783.03,0.00968887,bids,gemini
2933,1554086600,7540.0,25.0,asks,gemini
2434,1554086600,3783.0,0.01521702,bids,gemini
2934,1554086600,7544.07,0.0151773,asks,gemini
2435,1554086600,3782.91,0.00145754,bids,gemini
2935,1554086600,7554.95,0.1,asks,gemini
2436,1554086600,3782.86,0.07448679,bids,gemini
2936,1554086600,7559.74,0.20338983,asks,gemini
2437,1554086600,3782.42,0.00642823,bids,gemini
2937,1554086600,7560.0,0.06,asks,gemini
2438,1554086600,3782.18,0.02297115,bids,gemini
2938,1554086600,7569.97,0.07296992,asks,gemini
2439,1554086600,3782.0,0.14383923,bids,gemini
2939,1554086600,7575.0,0.08,asks,gemini
2440,1554086600,3781.85,0.05575067,bids,gemini
2940,1554086600,7579.0,0.25340353,asks,gemini
2441,1554086600,3781.79,0.00145887,bids,gemini
2941,1554086600,7600.0,0.63664837,asks,gemini
2442,1554086600,3781.78,0.34611683,bids,gemini
2942,1554086600,7610.0,0.02367415,asks,gemini
2443,1554086600,3781.46,0.0162188,bids,gemini
2943,1554086600,7630.0,0.03,asks,gemini
2444,1554086600,3781.38,0.01687237,bids,gemini
2944,1554086600,7670.0,0.01706902,asks,gemini
2445,1554086600,3781.21,0.01632928,bids,gemini
2945,1554086600,7680.0,1.0,asks,gemini
2446,1554086600,3781.17,0.14424463,bids,gemini
2946,1554086600,7698.88,0.01313,asks,gemini
2447,1554086600,3781.1,0.00640441,bids,gemini
2947,1554086600,7700.0,0.06493507,asks,gemini
2448,1554086600,3781.0,2.07365045,bids,gemini
2948,1554086600,7729.0,0.01771051,asks,gemini
2449,1554086600,3780.95,0.42895295,bids,gemini
2949,1554086600,7750.0,0.066,asks,gemini
2450,1554086600,3780.91,0.01295373,bids,gemini
2950,1554086600,7750.83,0.13062478,asks,gemini
2451,1554086600,3780.88,0.00642742,bids,gemini
2951,1554086600,7789.0,0.02775468,asks,gemini
2452,1554086600,3780.54,8.0,bids,gemini
2952,1554086600,7799.0,1.0,asks,gemini
2453,1554086600,3780.53,1.6248033,bids,gemini
2953,1554086600,7800.0,0.81388888,asks,gemini
2454,1554086600,3780.51,0.01631497,bids,gemini
2954,1554086600,7801.0,0.375552,asks,gemini
2455,1554086600,3780.47,0.00311459,bids,gemini
2955,1554086600,7848.0,0.02976761,asks,gemini
2456,1554086600,3780.31,0.01470095,bids,gemini
2956,1554086600,7850.0,0.03965503,asks,gemini
2457,1554086600,3780.23,0.00800337,bids,gemini
2957,1554086600,7878.0,0.02,asks,gemini
2458,1554086600,3780.17,0.10862622,bids,gemini
2958,1554086600,7900.0,0.35329114,asks,gemini
2459,1554086600,3780.16,10.0,bids,gemini
2959,1554086600,7903.0,10.0,asks,gemini
2460,1554086600,3780.11,0.01310718,bids,gemini
2960,1554086600,7908.0,0.02100803,asks,gemini
2461,1554086600,3780.06,0.03257163,bids,gemini
2961,1554086600,7920.0,0.028,asks,gemini
2462,1554086600,3780.03,0.00311229,bids,gemini
2962,1554086600,7932.0,0.0921,asks,gemini
2463,1554086600,3780.0,0.85642872,bids,gemini
2963,1554086600,7969.0,0.02100803,asks,gemini
2464,1554086600,3779.98,0.09697334,bids,gemini
2964,1554086600,7978.9,0.15229768,asks,gemini
2465,1554086600,3779.96,0.08054446,bids,gemini
2965,1554086600,7980.0,0.01,asks,gemini
2466,1554086600,3779.81,0.01139372,bids,gemini
2966,1554086600,7995.0,0.097,asks,gemini
2467,1554086600,3779.73,0.00311268,bids,gemini
2967,1554086600,7998.0,0.98064936,asks,gemini
2468,1554086600,3779.58,0.04363254,bids,gemini
2968,1554086600,7999.0,0.025,asks,gemini
2469,1554086600,3779.57,0.00311695,bids,gemini
2969,1554086600,8000.0,5.803391,asks,gemini
2470,1554086600,3779.5,0.04889068,bids,gemini
2970,1554086600,8008.0,0.08472296,asks,gemini
2471,1554086600,3779.46,0.00311673,bids,gemini
2971,1554086600,8029.0,0.02232103,asks,gemini
2472,1554086600,3779.29,0.00308938,bids,gemini
2972,1554086600,8055.0,0.00630383,asks,gemini
2473,1554086600,3779.14,0.00310839,bids,gemini
2973,1554086600,8061.9,0.04006,asks,gemini
2474,1554086600,3779.11,0.1298774,bids,gemini
2974,1554086600,8062.0,0.00148847,asks,gemini
2475,1554086600,3779.1,0.00472361,bids,gemini
2975,1554086600,8089.0,0.03700623,asks,gemini
2476,1554086600,3779.08,0.01617373,bids,gemini
2976,1554086600,8096.0,0.2,asks,gemini
2477,1554086600,3779.07,0.02461558,bids,gemini
2977,1554086600,8100.0,0.16787027,asks,gemini
2478,1554086600,3778.95,0.0031056,bids,gemini
2978,1554086600,8118.0,0.1,asks,gemini
2479,1554086600,3778.75,0.00808393,bids,gemini
2979,1554086600,8144.99,0.07,asks,gemini
2480,1554086600,3778.64,0.00642972,bids,gemini
2980,1554086600,8150.0,0.12594492,asks,gemini
2481,1554086600,3778.56,1.28535211,bids,gemini
2981,1554086600,8195.1,0.0147651,asks,gemini
2482,1554086600,3778.53,0.00643487,bids,gemini
2982,1554086600,8200.0,1.70380349,asks,gemini
2483,1554086600,3778.47,0.0161841,bids,gemini
2983,1554086600,8204.0,0.1,asks,gemini
2484,1554086600,3778.42,0.0317593,bids,gemini
2984,1554086600,8211.0,0.04009008,asks,gemini
2485,1554086600,3778.12,0.0031185,bids,gemini
2985,1554086600,8220.0,0.06,asks,gemini
2486,1554086600,3778.06,0.18079556,bids,gemini
2986,1554086600,8240.0,0.03152088,asks,gemini
2487,1554086600,3778.0,0.00308777,bids,gemini
2987,1554086600,8241.05,0.00548881,asks,gemini
2488,1554086600,3777.97,0.01636189,bids,gemini
2988,1554086600,8250.0,0.01606061,asks,gemini
2489,1554086600,3777.7,0.04997383,bids,gemini
2989,1554086600,8251.39,10.0,asks,gemini
2490,1554086600,3777.68,0.00809102,bids,gemini
2990,1554086600,8260.0,1.0,asks,gemini
2491,1554086600,3777.67,0.04118768,bids,gemini
2991,1554086600,8272.0,0.04317393,asks,gemini
2492,1554086600,3777.61,0.0322839,bids,gemini
2992,1554086600,8280.0,1.9252504501,asks,gemini
2493,1554086600,3777.52,0.00308648,bids,gemini
