price,asks,bids
3777.0,,0.01323801
3777.04,,0.5762071
3777.09,,0.025976339999999994
3777.12,,0.0161866
3777.19,,0.03128018
3777.2,,0.016301029999999998
3777.21,,0.016374
3777.42,,0.03639888000000001
3777.52,,0.0030864799999999995
3777.61,,0.03228389999999999
3777.67,,0.04118768
3777.68,,0.008091020000000003
3777.7,,0.04997383
3777.97,,0.016361889999999997
3778.0,,0.00308777
3778.06,,0.18079556
3778.12,,0.0031185
3778.42,,0.0317593
3778.47,,0.016184100000000003
3778.53,,0.0064348700000000005
3778.56,,1.28535211
3778.64,,0.00642972
3778.75,,0.008083930000000001
3778.95,,0.0031056
3779.07,,0.02461558
3779.08,,0.01617373
3779.1,,0.0047236100000000005
3779.11,,0.1298774
3779.14,,0.0031083899999999995
3779.29,,0.0030893799999999996
3779.46,,0.0031167299999999994
3779.5,,0.048890680000000006
3779.57,,0.00311695
3779.58,,0.04363254
3779.73,,0.00311268
3779.81,,0.011393719999999998
3779.96,,0.08054446000000001
3779.98,,0.09697334
3780.0,,0.85642872
3780.03,,0.00311229
3780.06,,0.032571630000000004
3780.11,,0.01310718
3780.16,,10.0
3780.17,,0.10862622
3780.23,,0.008003369999999997
3780.31,,0.01470095
3780.47,,0.00311459
3780.51,,0.016314970000000005
3780.53,,1.6248033
3780.54,,8.0
3780.88,,0.006427420000000001
3780.91,,0.01295373
3780.95,,0.4289529500000001
3781.0,,2.0736504499999997
3781.1,,0.006404410000000001
3781.17,,0.14424463
3781.21,,0.01632928
3781.38,,0.01687237
3781.46,,0.016218800000000002
3781.78,,0.34611683000000004
3781.79,,0.0014588699999999997
3781.85,,0.05575067
3782.0,,0.14383923
3782.18,,0.02297115
3782.42,,0.00642823
3782.86,,0.07448679000000001
3782.91,,0.00145754
3783.0,,0.015217020000000001
3783.03,,0.00968887
3783.08,,0.016353630000000004
3783.1,,0.006404
3783.17,,0.032827480000000006
3783.18,,0.039425209999999995
3783.29,,0.006381690000000001
3783.53,,0.00724067
3783.76,,0.00639877
3783.8,,0.04919129
3784.37,,0.00965426
3784.48,,0.010515120000000001
3785.0,,0.15852046000000003
3785.05,,0.0327773
3785.16,,0.02615477
3785.22,,0.0031056700000000005
3785.35,,0.01631857
3785.52,,0.0030973499999999996
3785.59,,0.03283099
3785.63,,0.05242937000000002
3785.8,,0.02043291
3785.91,,0.035897679999999994
3786.0,,0.19149498000000004
3786.23,,0.01298517
3786.25,,0.15687326
3786.26,,0.0031007600000000006
3786.57,,0.21630257000000003
3786.59,,0.03585567
3786.7,,0.022796800000000002
3786.76,,0.00227565
3787.3,,0.03290568
3787.39,,0.003919369999999999
3787.42,,0.048549840000000004
3787.57,,0.03589118000000001
3787.65,,0.012762109999999997
3788.0,,0.13068901
3788.13,,0.04889833999999999
3788.22,,0.13198811
3788.83,,0.0030990400000000004
3788.88,,0.026393019999999996
3788.97,,0.0013196100000000001
3789.26,,0.04576626
3790.27,,0.00639995
3790.36,,0.00621666
3790.49,,0.04941034
3790.5,,0.01298807
3790.51,,0.00965331
3790.55,,0.05264059
3790.58,,0.012981429999999999
3790.9,,0.016194359999999998
3790.94,,0.019452240000000003
3790.99,,0.0030848199999999994
3791.01,,0.006594540000000001
3791.24,,0.016181200000000003
3792.16,,0.03582899
3792.8,,0.006398799999999998
3792.83,,0.003914929999999999
3793.29,,0.008056239999999998
3793.34,,0.11134249999999998
3793.35,,0.06011573999999999
3793.44,,0.04248865000000001
3793.45,,0.19320611
3794.06,,0.017121670000000002
3794.27,,0.08161123000000002
3794.59,,0.02596127
3794.86,,0.5269797699999998
3795.25,,0.10425002000000003
3796.0,,0.6500000000000001
3796.1,,0.01299834
3796.2,,0.14653704000000004
3796.64,,0.10680376999999999
3797.31,,0.0031146599999999996
3797.55,,0.45187134
3797.91,,0.009710529999999998
3798.04,,0.008050219999999999
3799.13,,0.0327599
3799.38,,0.014624799999999997
3799.81,,0.00969634
3800.0,,51.55417493
3800.01,,0.6126438299999999
3800.06,,0.01792632
3800.1,,7.894e-05
3800.13,,0.09999999999999999
3800.23,,0.22064208000000002
3800.47,,0.06346812999999998
3801.0,,0.7739121100000002
3801.3,,0.05261357
3801.85,,0.016276010000000004
3802.0,,0.2604000000000001
3802.07,,0.0072198
3802.38,,0.15104895000000002
3802.4,,0.01955135
3803.0,,2.0
3803.17,,0.03906273999999999
3803.4,,0.04873844
3804.01,,0.9581975499999997
3804.28,,0.08198539000000002
3805.0,,5.0
3805.02,,0.028097089999999998
3805.8,,0.0039415299999999995
3806.0,,0.17027255999999996
3806.2,,0.3617883499999999
3806.81,,0.11157190999999997
3807.1,,0.14999999999999997
3807.13,,0.17392999
3807.22,,0.78998963
3807.46,,0.0047493399999999995
3807.77,,0.004731199999999999
3807.84,,0.52669969
3807.87,,0.06490974000000001
3808.48,,1.21186872
3808.76,,0.00474753
3810.0,,1.3201312200000002
3810.19,,0.13138954
3810.22,,0.07149258999999998
3810.25,,0.02937348
3810.31,,0.001594
3811.0,,0.8512201499999998
3811.06,,0.31
3811.39,,1.4412198699999998
3811.44,,0.006559199999999999
3811.48,,0.34684053000000004
3811.55,,0.0063896499999999985
3811.6,,0.01296781
3812.0,,0.011117840000000002
3812.21,,0.01954285
3813.3,,0.03881887
3813.37,,0.00891562
